,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
126,东陆新村五街坊,https://shanghai.anjuke.com/community/view/6061,31.284403,121.599295,公寓,0.70元/平米/月,56000m²,780户,2000年,191,暂无数据,35%(一般),上海城投置业管理有限公司,上海安居物业管理有限公司
127,金鹏苑,https://shanghai.anjuke.com/community/view/2696,31.261986,121.596892,公寓,0.60元/平米/月,84000m²,852户,1997年,300,1.3,30%(一般),上海金鹏房地产开发有限公司,上海凌浦物业有限公司
128,中房樱桃苑,https://shanghai.anjuke.com/community/view/2106,31.154227,121.531687,公寓,2.20元/平米/月,106564m²,800户,2007年,955,1.5,56%(高),上海中房置业股份有限公司,上海申能物业管理有限公司
129,胡姬花园,https://shanghai.anjuke.com/community/view/389,31.213733,121.593234,公寓,1.20元/平米/月,40000m²,860户,2007年,66,2.2,49%(高),上海胡姬花园房地产开发有限公司,上海东湖物业管理有限公司
130,碧云东方公寓,https://shanghai.anjuke.com/community/view/207,31.24852000000001,121.596733,公寓,3.40元/平米/月,52000m²,396户,2005年,196,暂无数据,35%(一般),上海星际房地产发展有限公司,上海市星际物业有限公司
131,东方城市公寓,https://shanghai.anjuke.com/community/view/175,31.252142,121.55248600000002,公寓,2.00元/平米/月,70000m²,507户,2005年,300,2.4,45%(高),上海东扬房地产有限公司,上海联讯物业管理有限公司
132,龙阳花苑,https://shanghai.anjuke.com/community/view/114,31.205112,121.524088,公寓,1.00元/平米/月,53000m²,418户,2004年,160,1.9,40%(高),上海精文置业（集团）有限公司,上海东方明珠物业管理有限公司
133,仁恒河滨城(一期),https://shanghai.anjuke.com/community/view/106,31.234035,121.573268,公寓,3.50元/平米/月,720000m²,4300户,2004年,2800,2.3,43%(高),仁恒置地集团有限公司,仁恒物业
134,俐马花园,https://shanghai.anjuke.com/community/view/105,31.239615,121.58792,别墅,6.80元/平米/月,111323m²,179户,2006年,临时和自有车库,0.5,45%(高),上海俐马向荣碧云房地产有限公司,仲量联行物业管理有限公司
135,翰城国际,https://shanghai.anjuke.com/community/view/93,31.160685,121.51641200000002,公寓,1.70元/平米/月,116000m²,1380户,2004年,330,1.97,40%(高),上海恒大房产股份有限公司,上海怡和高力物业公司
136,上南九村,https://shanghai.anjuke.com/community/view/990133,31.175806,121.504745,公寓,0.80元/平米/月,暂无数据,暂无数据,1995年,暂无数据,2,暂无数据,上南开发集团,上海上南物业公司
137,万科金域澜湾,https://shanghai.anjuke.com/community/view/944548,30.921373,121.930474,公寓,3.50元/平米/月,暂无数据,暂无数据,2017年,暂无数据,2.33,35%(一般),暂无数据,万科物业
138,万科海上传奇(三期),https://shanghai.anjuke.com/community/view/877186,31.164464,121.573443,公寓,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海万科房地产开发有限公司,上海万科物业管理有限公司
139,金桥商务公寓,https://shanghai.anjuke.com/community/view/877059,31.25454,121.606053,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
140,阳光城MODO,https://shanghai.anjuke.com/community/view/868538,31.219795,121.66338799999998,暂无数据,5.00元/平米/月,暂无数据,暂无数据,2015年,暂无数据,2.5,30%(一般),阳光城,暂无数据
141,士韵家园(二期),https://shanghai.anjuke.com/community/view/866777,31.130513,121.503715,公寓,0.50元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,暂无数据,暂无数据,上海浦东物业管理公司
142,新高苑春园,https://shanghai.anjuke.com/community/view/821236,31.297726,121.626458,公寓,0.80元/平米/月,暂无数据,暂无数据,2012年,暂无数据,2.2,35%(一般),上海外高桥新市镇开发管理有限公司,信汇物业
143,尚东国际名园(二期),https://shanghai.anjuke.com/community/view/819432,31.16763,121.518043,公寓,2.00元/平米/月,暂无数据,暂无数据,2008年,暂无数据,1.14,50%(高),上海中万置业投资有限公司,第一太平戴维斯物业管理有限公司
144,金源商住大厦,https://shanghai.anjuke.com/community/view/818212,31.278283,121.603284,公寓,1.35元/平米/月,暂无数据,暂无数据,2003年,暂无数据,暂无数据,40%(高),上海金山元房地产发展有限公司,上海海珠物业管理有限公司
145,华府188,https://shanghai.anjuke.com/community/view/656633,31.187778,121.705499,公寓,4.00元/平米/月,37537m²,188户,2016年,212,2,35%(一般),上海宸盛置业有限公司,上海绿城物业有限公司
146,颐谷南苑,https://shanghai.anjuke.com/community/view/637263,31.104188,121.608635,公寓,1.20元/平米/月,暂无数据,暂无数据,2013年,暂无数据,暂无数据,35%(一般),暂无数据,无
147,鹤沙航城东茗苑(中区),https://shanghai.anjuke.com/community/view/570172,31.08057800000001,121.608824,公寓,1.08元/平米/月,86530m²,5500户,2000年,121,1.9,35%(一般),农工商房地产,上海农工商旺都物业管
148,大唐盛世花园(二期),https://shanghai.anjuke.com/community/view/565241,31.215327,121.565505,公寓,2.15元/平米/月,400000m²,700户,2004年,320,1,44%(高),上海盛唐置业有限公司,盛唐物业
149,浦东新世纪花苑(三期),https://shanghai.anjuke.com/community/view/565059,31.178414,121.485962,公寓,2.70元/平米/月,70000m²,500户,2002年,300,暂无数据,35%(一般),上海新世纪创业集团有限公司,上海新世纪物业管理有限公司
150,城市经典高迪,https://shanghai.anjuke.com/community/view/491808,31.2193,121.624676,公寓,2.38元/平米/月,149897m²,858户,2006年,300个,暂无数据,35%(一般),上海鹏远房地产开发有限公司,上海春川物业管理有限公司
151,逸翠公馆,https://shanghai.anjuke.com/community/view/370134,31.186949,121.519332,公寓,0.35元/平米/月,50000m²,576户,2010年,120,3.61,35%(一般),上海众天房产有限公司,南码头物业管理有限公司
152,万科五玠坊,https://shanghai.anjuke.com/community/view/370121,31.162123,121.52316100000002,公寓,5.85元/平米/月,18600m²,350户,2006年,800,1,40%(高),上海恒大房地产股份有限公司,上海万科物业
153,雪野家园,https://shanghai.anjuke.com/community/view/6030,31.189339,121.506726,别墅,1.50元/平米/月,100000m²,暂无数据,2002年,总数100　 地上:100,暂无数据,38%(一般),上海中星（集团）有限公司,上海联讯物业
154,市政大楼,https://shanghai.anjuke.com/community/view/5674,31.238829,121.530682,公寓,暂无数据,58000m²,680户,1992年,200,3.5,25%(一般),市政府,上海华联物业
155,清溪苑,https://shanghai.anjuke.com/community/view/2522,31.349249,121.579686,公寓,1.00元/平米/月,12550m²,94户,2004年,45,2.1,20%(一般),上海潼港置业有限公司,高博物业
156,源城锦苑,https://shanghai.anjuke.com/community/view/1009,31.155493,121.505248,公寓,1.10元/平米/月,60000m²,342户,2005年,578,1.4,45%(高),上海源众房地产有限公司,上海中凯物业有限公司
157,荣城花苑,https://shanghai.anjuke.com/community/view/370,31.248041,121.524212,公寓,1.00元/平米/月,6319m²,1030户,1996年,156,2.3,30%(一般),世茂房地产控股有限公司,陆家嘴物业
158,怡东花园(别墅),https://shanghai.anjuke.com/community/view/241,31.209463,121.5335,别墅,2.40元/平米/月,140000m²,1250户,2000年,240,1.75,45%(高),上海怡东建设发展有限公司,新加坡宏腾物业管理有限公司
159,仁恒滨江园(三期),https://shanghai.anjuke.com/community/view/13,31.235671000000004,121.516649,公寓,2.00元/平米/月,暂无数据,暂无数据,2003年,700,3,60%(高),上海仁恒房地产有限公司,上海仁恒物业管理有限公司
160,东方鸿璟,https://shanghai.anjuke.com/community/view/1026819,31.106412,121.767181,公寓,3.30元/平米/月,暂无数据,暂无数据,2016年,暂无数据,1.4,36%(一般),上海航亭置业有限公司,上海绿城物业有限公司
161,海桐苑,https://shanghai.anjuke.com/community/view/1026108,31.2123,121.557426,公寓,1.00元/平米/月,暂无数据,暂无数据,1999年,暂无数据,1.2,35%(一般),众城实业集团有限公司,上海东莲物业
162,汇丽苑,https://shanghai.anjuke.com/community/view/1026075,31.131788,121.593393,公寓,0.45元/平米/月,暂无数据,暂无数据,2005年,暂无数据,1.14,48%(高),上海永丽房地产有限公司,上海高建物业有限公司
163,鹏丰苑,https://shanghai.anjuke.com/community/view/1025927,31.177006,121.56227,公寓,1.50元/平米/月,暂无数据,暂无数据,2011年,暂无数据,1.2,35%(一般),上海鹏丰置业有限公司,上海鹏丰物业管理有限公司
164,兴业嘉园,https://shanghai.anjuke.com/community/view/1025788,31.228589000000003,121.5391,公寓,2.00元/平米/月,暂无数据,暂无数据,2001年,暂无数据,4.5,36%(一般),上海兴业投资发展有限公司,上海潍坊物业
165,金杨新村四街坊,https://shanghai.anjuke.com/community/view/990431,31.25090800000001,121.57946,公寓,0.50元/平米/月,暂无数据,暂无数据,1995年,暂无数据,2,暂无数据,上海建工集团,上海陆家嘴物业管理有限公司
166,恒大小区,https://shanghai.anjuke.com/community/view/990200,31.175593,121.516064,公寓,0.30元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.8,28%(一般),上海恒大房地产开发经营有限公司,上海恒大物业管理有限公司
167,香山新村东北街坊,https://shanghai.anjuke.com/community/view/990093,31.24832,121.576499,公寓,0.60元/平米/月,暂无数据,暂无数据,1995年,暂无数据,1.8,35%(一般),上海中星(集团)有限公司,欣晟物业管理有限公司
168,绿地东岸涟城(公寓),https://shanghai.anjuke.com/community/view/877146,30.888172,121.924922,公寓,0.99元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海欣固物业管理发展有限公司,上海欣固物业管理发展有限公司
169,金桥智汇公馆,https://shanghai.anjuke.com/community/view/868529,31.278365,121.62308,公寓,7.00元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,35%(一般),上海星力资产经营管理有限公司,上海联讯物业
170,金桥湾清水苑(三期),https://shanghai.anjuke.com/community/view/866584,31.26752,121.601065,公寓,0.65元/平米/月,暂无数据,暂无数据,1998年,暂无数据,1.45,46%(高),上海金桥出口加工区房地产发展有限公司,安居物业
171,博士后公寓,https://shanghai.anjuke.com/community/view/866445,31.201701,121.590272,公寓,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
172,龙科公寓,https://shanghai.anjuke.com/community/view/819457,31.196597,121.56097,公寓,1.20元/平米/月,暂无数据,暂无数据,2000年,暂无数据,1.2,30%(一般),上海泰龙房地产发展有限公司,金龙物业管理有限公司
173,合生东郊别墅(二期),https://shanghai.anjuke.com/community/view/817618,31.232138,121.610749,别墅,8.00元/平米/月,暂无数据,暂无数据,2010年,暂无数据,0.25,50%(高),上海御泰房地产发展有限公司,东湖物业管理有限公司
174,东原逸墅,https://shanghai.anjuke.com/community/view/787564,31.063855,121.780993,别墅,2.90元/平米/月,暂无数据,暂无数据,2017年,暂无数据,1.8,40%(高),上海天同房地产开发有限公司,重庆东原物业管理公司
175,九龙仓滨江壹十八,https://shanghai.anjuke.com/community/view/778669,31.21960300000001,121.523175,公寓,12.00元/平米/月,181545m²,472户,2017年,700,2.5,35%(一般),上海莉源房地产开发有限公司（九龙仓）,九龙仓物业
176,美容新村,https://shanghai.anjuke.com/community/view/658248,31.045144,121.844057,公寓,0.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海南汇市政建设有限公司,上海南汇老港镇居委会
177,中邦大都会,https://shanghai.anjuke.com/community/view/655073,31.142312,121.579567,公寓,1.50元/平米/月,54000m²,670户,2016年,800,2.3,35%(一般),中邦置业集团有限公司,中邦物业管理有限公司
178,仁恒东郊花园,https://shanghai.anjuke.com/community/view/654505,31.231517,121.677003,公寓,5.60元/平米/月,180000m²,1194户,2017年,1333,1.4,35%(一般),上海仁恒兴唐置业有限公司,上海仁恒物业管理有限公司
179,益丰新村,https://shanghai.anjuke.com/community/view/651013,31.203062,121.63823,公寓,0.35元/平米/月,暂无数据,暂无数据,1995年,200,1.6,40%(高),上海银鹏房地产实业公司, *物业公司名 张江物业发展管理有限公司
180,金群苑(南区),https://shanghai.anjuke.com/community/view/635099,31.293189,121.677286,公寓,1.20元/平米/月,暂无数据,暂无数据,2015年,300,1.8,40%(高),暂无数据,暂无数据
181,莲康苑,https://shanghai.anjuke.com/community/view/628018,31.177888,121.569533,公寓,0.80元/平米/月,暂无数据,暂无数据,2014年,暂无数据,1.2,30%(一般),界龙房地产开发公司,上海东莲物业管理有限公司
182,千汇苑三村,https://shanghai.anjuke.com/community/view/617247,31.118728000000004,121.770492,公寓,1.00元/平米/月,20000m²,1876户,2008年,地上车位,1.7,36%(一般),上海祝桥新镇投资发展有限公司,祝桥镇物业有限公司
183,长青教师公寓,https://shanghai.anjuke.com/community/view/615399,31.17995800000001,121.493662,公寓,0.80元/平米/月,暂无数据,暂无数据,2002年,20,4.5,45%(高),上钢,上钢物业公司
184,陆家嘴花园(二期),https://shanghai.anjuke.com/community/view/565225,31.237040000000004,121.548848,公寓,2.20元/平米/月,12m²,1108户,2000年,陆家嘴峰会共有停车位898个。租价分地上是150元，地下是500元.,1.87,36%(一般),上海陆家嘴金融贸易区开发股份有限公司,上海陆家嘴物业管理有限公司
185,东方城市花园(一期),https://shanghai.anjuke.com/community/view/544616,31.208798,121.527162,公寓,1.50元/平米/月,700000m²,3500户,2003年,2100,1.79,48%(高),上海东方城市花园有限公司,上海由由物业管理有限公司
186,星晓家园,https://shanghai.anjuke.com/community/view/489801,31.283927,121.682235,公寓,1.11元/平米/月,175461m²,2786户,2012年,836,2.1,43%(高),上海中星（集团）有限公司,东龙物业管理有限公司
187,金葵新城(西区),https://shanghai.anjuke.com/community/view/467222,31.246021,121.634069,公寓,1.50元/平米/月,暂无数据,暂无数据,2012年,暂无数据,暂无数据,30%(一般),上海土地控股投资有限公司,金葵物业管理有限公司
