,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
151,逸翠公馆,https://shanghai.anjuke.com/community/view/370134,31.186949,121.519332,公寓,0,50000,576,2010,120,3,35,上海众天房产有限公司,南码头物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,万科五玠坊,https://shanghai.anjuke.com/community/view/370121,31.162123,121.52316100000002,公寓,5,18600,350,2006,800,1,40,上海恒大房地产股份有限公司,上海万科物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,清溪苑,https://shanghai.anjuke.com/community/view/2522,31.349249,121.579686,公寓,1,12550,94,2004,45,2,20,上海潼港置业有限公司,高博物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,源城锦苑,https://shanghai.anjuke.com/community/view/1009,31.155493,121.505248,公寓,1,60000,342,2005,578,1,45,上海源众房地产有限公司,上海中凯物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,荣城花苑,https://shanghai.anjuke.com/community/view/370,31.248041,121.524212,公寓,1,6319,1030,1996,156,2,30,世茂房地产控股有限公司,陆家嘴物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,怡东花园(别墅),https://shanghai.anjuke.com/community/view/241,31.209463,121.5335,别墅,2,140000,1250,2000,240,1,45,上海怡东建设发展有限公司,新加坡宏腾物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,九龙仓滨江壹十八,https://shanghai.anjuke.com/community/view/778669,31.21960300000001,121.523175,公寓,12,181545,472,2017,700,2,35,上海莉源房地产开发有限公司（九龙仓）,九龙仓物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,中邦大都会,https://shanghai.anjuke.com/community/view/655073,31.142312,121.579567,公寓,1,54000,670,2016,800,2,35,中邦置业集团有限公司,中邦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,仁恒东郊花园,https://shanghai.anjuke.com/community/view/654505,31.231517,121.677003,公寓,5,180000,1194,2017,1333,1,35,上海仁恒兴唐置业有限公司,上海仁恒物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,陆家嘴花园(二期),https://shanghai.anjuke.com/community/view/565225,31.237040000000004,121.548848,公寓,2,12,1108,2000,898,1,36,上海陆家嘴金融贸易区开发股份有限公司,上海陆家嘴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,东方城市花园(一期),https://shanghai.anjuke.com/community/view/544616,31.208798,121.527162,公寓,1,700000,3500,2003,2100,1,48,上海东方城市花园有限公司,上海由由物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,星晓家园,https://shanghai.anjuke.com/community/view/489801,31.283927,121.682235,公寓,1,175461,2786,2012,836,2,43,上海中星（集团）有限公司,东龙物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,尚东鼎,https://shanghai.anjuke.com/community/view/407483,31.165084000000004,121.519504,别墅,2,13,356,2011,502,1,50,上海中万置业投资有限公司,龙湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,张江汤臣豪园二期,https://shanghai.anjuke.com/community/view/394660,31.206734,121.604177,公寓,1,160000,332,2007,980,1,35,上海汤臣集团有限公司,东湖物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,东郊壹号,https://shanghai.anjuke.com/community/view/370176,31.227787,121.606699,别墅,6,48000,26,2011,310,0,60,上海东珠置业有限责任公司,上海紫泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,凯德嘉博名邸,https://shanghai.anjuke.com/community/view/370155,31.191588,121.528805,公寓,1,70528,539,2013,285,1,38,新越置业（上海）有限公司,上海怡东物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,天之骄子创业公寓,https://shanghai.anjuke.com/community/view/370139,31.220548,121.634355,公寓,0,90000,1245,2016,418,2,35,上海市张江高科技园区开发公司,上海新华物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,金领国际,https://shanghai.anjuke.com/community/view/189900,31.260882,121.687568,别墅,2,180000,2000,2009,320,1,35,上海天歌置业有限公司,上海隆庆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,天和湖滨家园,https://shanghai.anjuke.com/community/view/188470,31.184552000000004,121.760502,公寓,1,252000,1616,2009,307,1,40,上海丞泰房地产开发有限公司,上海浦东东龙物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,双秀家园,https://shanghai.anjuke.com/community/view/114454,31.129381,121.571094,公寓,0,464300,3791,2003,700,1,42,上海康桥房地产开发经营有限公司,周房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,东升家园(西区),https://shanghai.anjuke.com/community/view/7975,31.027277,121.609085,公寓,0,156000,650,2002,98,2,35,上海浦航房地产开发有限公司,环镇东路200弄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,云二小区,https://shanghai.anjuke.com/community/view/5403,31.181376,121.514761,公寓,0,34200,2100,1995,230,1,30,上南众开开发集团,上海三凌物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,中大丽都,https://shanghai.anjuke.com/community/view/1704,31.278536,121.595529,公寓,1,200000,1074,2003,240,1,44,上海中大股份有限公司,上海古北物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,东方吉苑,https://shanghai.anjuke.com/community/view/1637,31.168359,121.511973,公寓,0,13800,1200,2008,580,1,50,上海建工集团,上海银顺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,银泰花园,https://shanghai.anjuke.com/community/view/393,31.244695,121.584549,公寓,1,46400,790,2000,91,1,40,上海银泰置业股份有限公司,上海银帆物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,百富达公寓,https://shanghai.anjuke.com/community/view/348,31.224752,121.525027,公寓,1,24000,900,1998,25,3,30,上海鑫隆房地产开发有限公司,上海鑫隆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,翠竹苑,https://shanghai.anjuke.com/community/view/292,31.147865000000003,121.526427,公寓,0,9,1200,1999,568,1,35,上海临江房地产开发经营有限公司,上海临江物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,仕嘉名苑,https://shanghai.anjuke.com/community/view/144,31.218283000000003,121.537413,公寓,3,90000,1200,2004,300,1,35,上海中星（集团）有限公司,海都物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,新昌里公寓,https://shanghai.anjuke.com/community/view/44,31.18187600000001,121.517695,公寓,1,40000,360,2005,162,1,42,上海中星（集团）有限公司,申城物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,澳丽花苑,https://shanghai.anjuke.com/community/view/42,31.213139,121.524887,公寓,0,200000,1200,2003,300,1,35,上海安宝房地产有限公司,上海怡高物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,蔚蓝海岸天科苑,https://shanghai.anjuke.com/community/view/7,31.226164,121.524514,公寓,1,30913,1800,2003,600,3,35,上海科房置业有限公司,置业物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,城林雅苑,https://shanghai.anjuke.com/community/view/620217,31.133691,121.514616,公寓,1,3000,1000,2013,500,3,35,东方工程管理有限公司,中华企业物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,大唐盛世花园(一期),https://shanghai.anjuke.com/community/view/565239,31.214777,121.56278799999998,公寓,2,50000,730,2008,600,2,44,上海盛唐置业有限公司,盛唐物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,大华锦绣华城十四街区,https://shanghai.anjuke.com/community/view/394702,31.178773,121.531721,公寓,2,48000,800,2011,500,1,35,大华(集团)有限公司/上海锦绣华城房地产开发有限公司,上海浦华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,大华锦绣华城十二街区,https://shanghai.anjuke.com/community/view/394701,31.188557,121.547533,公寓,1,57000,1550,2003,600,1,40,大华集团,上海浦华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,万富轩,https://shanghai.anjuke.com/community/view/357989,31.169335,121.518924,公寓,5,19000,437,2011,173,0,23,上海恒大（集团）有限公司,锦之嘉酒店管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,荷风翠庭,https://shanghai.anjuke.com/community/view/357773,30.915276,121.813404,公寓,0,58000,1300,2010,600,1,40,上海申冠置业发展有限公司,上房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,万科清林径,https://shanghai.anjuke.com/community/view/343504,31.031737,121.662871,公寓,2,150000,1300,2012,940,1,45,万科集团,上海万科物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,长泰东郊御园,https://shanghai.anjuke.com/community/view/286752,31.03010200000001,121.596956,别墅,3,240000,300,2013,300,1,35,上海豪全房地产开发有限公司,长宜物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,中凌东港苑,https://shanghai.anjuke.com/community/view/263533,31.374076,121.550233,公寓,1,82000,875,2008,354,1,30,上海中凌房地产开发有限公司,潼港物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,亲和源,https://shanghai.anjuke.com/community/view/224262,31.14493400000001,121.623933,公寓,2,100000,838,2008,108,1,51,亲和源股份有限公司,艾玛克物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,百欣苑,https://shanghai.anjuke.com/community/view/202486,31.17639,121.758401,公寓,0,53624,380,2005,20,1,26,东宏房产开发有限公司,上海浦东物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,东丰林居,https://shanghai.anjuke.com/community/view/200933,31.102826,121.586888,别墅,2,71331,257,2008,257,0,35,上海康晖置业有限公司,上海外经贸房地产开发经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,保利金爵公寓,https://shanghai.anjuke.com/community/view/189907,31.209415000000003,121.66046,公寓,2,400000,1276,2009,800,1,30,上海保利金鹏置业有限公司,上海保利物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,金东名苑(东区),https://shanghai.anjuke.com/community/view/176003,31.263291,121.593113,公寓,1,71000,1200,2001,370,1,25,上海建工集团,上海伟发物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,秀康新城达城家园,https://shanghai.anjuke.com/community/view/174113,31.12943,121.605532,公寓,1,59744,822,2007,108,1,40,上海达周置业有限公司,上海达周置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,沈默花苑,https://shanghai.anjuke.com/community/view/173468,31.118101,121.582874,公寓,0,78000,248,2007,200,1,38,上海沈默房地产有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,连城苑,https://shanghai.anjuke.com/community/view/12830,31.265149,121.591695,公寓,1,60648,890,2002,100,1,40,上海连城置业发展有限公司,上海陆家嘴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,宁怡苑,https://shanghai.anjuke.com/community/view/7731,31.144436,121.617942,公寓,0,80000,560,2006,192,1,36,上海康桥实业发展有限公司,上海双乐物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,陆凌新村,https://shanghai.anjuke.com/community/view/6018,31.353876,121.568754,公寓,1,48900,680,1994,210,1,35,上海市浦东高桥物业发展有限公司,上海浦东新区高桥物业发展公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,芳华路229弄小区,https://shanghai.anjuke.com/community/view/5966,31.201868,121.561216,公寓,0,38900,490,1998,120,2,40,上海花木开发有限公司,上海泰昕物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,通昌苑,https://shanghai.anjuke.com/community/view/2664,31.25853,121.571038,公寓,1,21276,186,1995,120,3,35,上海通联房地产有限公司,通明物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,聚龙家园,https://shanghai.anjuke.com/community/view/2600,31.202733,121.57545,公寓,1,76900,1200,2002,150,3,30,上海建工集团,聚龙物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,春晖苑,https://shanghai.anjuke.com/community/view/2330,31.349592,121.59413899999998,公寓,0,87000,1200,2003,450,1,36,上海金高房地产有限责任公司,兴高物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,今达花园,https://shanghai.anjuke.com/community/view/2310,31.263712,121.587204,公寓,1,78000,350,2001,100,1,48,上海鹏莱房地产开发有限公司,上海鹏莱房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,碧海现代苑,https://shanghai.anjuke.com/community/view/984,31.258438,121.607106,公寓,1,16000,252,2005,300,2,35,上海群达置业有限公司,上海群达置业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,证大家园(一期),https://shanghai.anjuke.com/community/view/291,31.287737,121.607109,公寓,1,600000,300,2003,610,1,40,上海证大置业有限公司,上海科瑞物业管理发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,博爱家园,https://shanghai.anjuke.com/community/view/288,31.190768,121.518363,公寓,0,104000,800,2002,350,1,40,上海南博房产有限公司,上海汇虹物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,海怡花园,https://shanghai.anjuke.com/community/view/278,31.238451,121.537461,公寓,3,80000,868,1997,600,2,50,上海浦东金鑫房地产发展有限公司,上海上房物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,浦江茗园,https://shanghai.anjuke.com/community/view/266,31.246755,121.519652,公寓,1,75000,437,2000,325,2,40,三新企业发展有限公司,陆家嘴物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,碧云花园,https://shanghai.anjuke.com/community/view/265,31.248061,121.592011,公寓,3,115505,356,2009,890,1,40,上海金桥出口加工区房地产发展有限公司,上海金晨物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,中星海上景庭,https://shanghai.anjuke.com/community/view/39,31.245443,121.554999,公寓,2,100000,1868,2006,670,1,40,上海中星（集团）有限公司,上海申城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,阳光欧洲城蔷薇绅邻,https://shanghai.anjuke.com/community/view/627837,31.277726,121.618174,别墅,2,100000,334,2004,334,1,40,阳光欧洲城投资发展有限公司,上海陆家嘴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,仁和都市花园,https://shanghai.anjuke.com/community/view/611758,31.159916,121.583248,公寓,1,174300,1104,2014,880,1,35,上海佳地置业有限公司,上海联源物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,绿城上海御园,https://shanghai.anjuke.com/community/view/607019,31.298712,121.596142,公寓,2,172701,748,2015,940,1,35,上海保利泓融房地产有限公司,上海绿城物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,金地艺华年,https://shanghai.anjuke.com/community/view/396663,31.047385,121.590067,公寓,2,180000,1248,2014,1376,1,35,上海航金房地产开发有限公司,上海金地物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,新城碧翠,https://shanghai.anjuke.com/community/view/370240,31.312325,121.589891,公寓,2,126925,244,2013,1000,1,35,上海东郡房地产有限公司,金钥匙物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,古北御庭,https://shanghai.anjuke.com/community/view/370201,31.205437,121.555426,公寓,3,63726,490,2013,490,2,40,上海浦东古北置业有限公司,古北物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,南新东园,https://shanghai.anjuke.com/community/view/307131,31.336111,121.593678,公寓,1,150000,1001,2010,776,2,40,永圣房地产开发有限公司,永久物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,东港花苑三村,https://shanghai.anjuke.com/community/view/231936,31.115236,121.771265,公寓,0,40000,6500,1997,220,1,35,上海祝桥新镇投资发展有限公司,上海祝桥新镇投资发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,沪一小区,https://shanghai.anjuke.com/community/view/130167,31.27584,121.59053,公寓,0,40000,300,1980,200,1,25,沪东造船有限公司,上海洋泾物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,聚航苑,https://shanghai.anjuke.com/community/view/117431,31.030973,121.586185,公寓,1,115200,1560,2008,265,1,36,上海陈氏集团有限公司,聚航苑|航梅路526弄78支弄131-179号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,华高一村,https://shanghai.anjuke.com/community/view/15120,31.286534000000003,121.620695,公寓,0,67284,1596,1994,230,1,35,上海建工集团,上海华高物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,高东馨苑,https://shanghai.anjuke.com/community/view/12702,31.33369,121.624979,公寓,0,130000,900,2007,350,2,38,上海新园房地产开发有限公司,新园物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,明纶园,https://shanghai.anjuke.com/community/view/7682,31.151985,121.570615,公寓,1,26000,480,2003,123,1,40,上海明纶置业有限公司,上海明纶置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,广兰名苑,https://shanghai.anjuke.com/community/view/1915,31.20924500000001,121.626824,公寓,1,57300,282,2002,222,1,45,上海浦东金三角房地产实业有限公司,上海市仁联物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,景宏嘉园,https://shanghai.anjuke.com/community/view/1661,31.243475,121.563453,公寓,1,90000,680,2004,500,1,40,上海宏泰房地产有限公司,宏胜物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,罗山怡景苑,https://shanghai.anjuke.com/community/view/1560,31.24207100000001,121.570202,公寓,1,25000,228,2005,47,1,40,上海京建房产开发有限公司,陆洋物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,梅园新村,https://shanghai.anjuke.com/community/view/1520,31.242089,121.530358,公寓,0,59000,870,1994,100,1,35,上海建工集团,上海建工物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,安居苑八街坊,https://shanghai.anjuke.com/community/view/757,31.283915000000004,121.606626,公寓,0,36500,408,2000,198,1,35,上海城投置业发展有限公司,上海安居房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,中星怡景花园,https://shanghai.anjuke.com/community/view/727,31.240438,121.56042,公寓,1,84520,540,2007,414,1,60,上海中星（集团）有限公司,上海新城物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,环龙新纪园,https://shanghai.anjuke.com/community/view/356,31.211514,121.560907,公寓,1,40000,655,2001,150,2,40,上海泰龙房地产发展有限公司,上海培花物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,紫竹馨苑,https://shanghai.anjuke.com/community/view/279,31.185488,121.520598,公寓,0,35710,150,2002,450,1,35,上海紫竹置业发展有限公司,上海中凯物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,云间绿大地,https://shanghai.anjuke.com/community/view/208,31.234435,121.586551,别墅,6,410000,474,2002,500,0,63,上海都市房地产发展有限公司,上海齐佳物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,未来域,https://shanghai.anjuke.com/community/view/90,31.153975,121.542692,公寓,2,140800,1016,2006,650,1,45,深圳金地房地产发展有限公司,金地物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,凯德莲公馆,https://shanghai.anjuke.com/community/view/618688,31.195173,121.526867,公寓,0,66587,398,2015,263,1,35,新越置业（上海）有限公司,上海怡东物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,森兰名佳,https://shanghai.anjuke.com/community/view/595156,31.325492,121.599033,公寓,3,64000,284,2014,294,1,35,上海外高桥保税区开发股份有限公司,上海外高桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,新紫茂国际,https://shanghai.anjuke.com/community/view/583255,31.285304,121.615768,公寓,5,48952,380,2012,328,3,20,上海华宏工贸有限公司,中邦物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,绿地崴廉公寓,https://shanghai.anjuke.com/community/view/575186,31.295971999999995,121.619139,公寓,2,400000,2300,2013,1960,1,49,上海绿地威廉置业有限公司,上海长城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,中金海棠湾,https://shanghai.anjuke.com/community/view/571381,31.10528900000001,121.598194,公寓,0,50,1863,2016,2,1,35,上海康桥高科创业发展有限公司,上海联源物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,罗山花苑,https://shanghai.anjuke.com/community/view/565228,31.239813,121.582735,公寓,0,1233,708,1998,191,1,42,上海金洋置业有限公司,上海芸绮物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,尼德兰花园,https://shanghai.anjuke.com/community/view/407998,31.34113,121.58918,公寓,2,27227,314,2013,180,1,35,上海新高桥开发有限公司,欣城物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,大华锦绣华城十街区,https://shanghai.anjuke.com/community/view/394698,31.190699,121.542203,公寓,0,52000,480,2006,230,1,38,大华集团,上海浦华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,张江汤臣豪园四期,https://shanghai.anjuke.com/community/view/394667,31.204045,121.600825,公寓,1,187660,1687,2003,1146,1,35,上海张江微电子港有限公司,东湖物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,碧云公馆,https://shanghai.anjuke.com/community/view/370194,31.259005,121.608312,公寓,2,72000,450,1997,304,2,35,农工商房地产（集团）股份有限公司,戴德梁行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,国信世纪海景,https://shanghai.anjuke.com/community/view/349071,31.217846999999995,121.520287,公寓,7,98250,208,2011,416,3,35,上海中江房地产发展有限公司,世邦物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,上海蓝堡,https://shanghai.anjuke.com/community/view/243959,31.127443,121.702196,别墅,3,230000,187,2006,350,0,70,中恒集团,狮城怡安(上海)物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,文怡苑(一期),https://shanghai.anjuke.com/community/view/208631,31.143968,121.610758,公寓,0,86530,1530,2007,124,1,40,周康置业开发有限公司,洲建物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,大华锦绣华城十六街区(公寓),https://shanghai.anjuke.com/community/view/175238,31.182532,121.537165,公寓,2,69000,927,2010,1000,1,41,大华集团,新加坡怡安物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,金利公寓,https://shanghai.anjuke.com/community/view/169664,31.209856,121.668953,公寓,0,168400,1098,2014,270,1,27,上海保利金鹏置业有限公司, 上海保利物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,齐爱佳苑,https://shanghai.anjuke.com/community/view/148176,31.213224,121.668291,公寓,1,156322,672,2008,180,1,30,上海申昶房地产开发有限公司,上海浦东利群物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,牡丹小区,https://shanghai.anjuke.com/community/view/129590,31.213235,121.551703,公寓,0,20000,1200,1994,500,1,25,上海市花木房地产开发经营公司,上海方圆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,阳光花城同景苑,https://shanghai.anjuke.com/community/view/63355,31.250661,121.684236,公寓,0,78685,1650,2005,460,1,40,上海同运置业有限公司,上海同运物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,欧风家园(南区),https://shanghai.anjuke.com/community/view/18364,31.101689,121.594255,公寓,0,115200,1256,2006,198,1,32,上海鹏航建设发展有限公司,上海友全物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,伟业金锦苑三村,https://shanghai.anjuke.com/community/view/13053,31.290823,121.593517,公寓,0,53000,480,2003,230,1,30,上海浦东伟业房地产开发总公司,东波路585弄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,地杰国际城E欧泊时光,https://shanghai.anjuke.com/community/view/13043,31.164844,121.582197,公寓,1,18,1389,2005,720,1,33,上海地杰置业有限公司,上海上实物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,双秀家园(南园),https://shanghai.anjuke.com/community/view/7717,31.12524,121.572161,公寓,0,110000,1052,2005,214,1,42,上海周康房地产有限公司,上海鑫源物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,古馨苑,https://shanghai.anjuke.com/community/view/7701,31.031478000000003,121.646113,公寓,1,35000,339,2004,120,1,41,上海虹大房地产开发有限公司,上海兴桥盛物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,海洲桃花园,https://shanghai.anjuke.com/community/view/7696,31.040674,121.606826,公寓,0,117700,1400,2004,470,1,36,上海市闵行区直管公房资产管理有限公司,舟基物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,樱花路89弄小区,https://shanghai.anjuke.com/community/view/5478,31.212038,121.552473,公寓,0,11000,670,2006,300,1,30,上海市花木房地产开发经营公司,上海浦东新区花木物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,博三小区,https://shanghai.anjuke.com/community/view/5454,31.272015000000003,121.589099,公寓,0,82000,230,1997,80,1,26,上海驰振物业管理有限公司,上海驰振物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,民风小区,https://shanghai.anjuke.com/community/view/5228,31.285924,121.672542,公寓,0,48000,400,1995,60,2,30,上海建工集团,上海曹路物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
